1239,1237,1236,1235,1227,1215,1214,1213,1205,1204,1203,1200,1193,1177,1175,1164,1160,1156,1152,1150,1148,1147,1143,1139,1126,1121,1113,1112,1106,1103,1097,1095,1085,1083,1065,1059,1054,1051,1049,1046,1042,1038,1031,1026,1023,1019,1018,1009,1008,987,977,975,974,971,966,963,948,944,926,919,911,898,866,865,845,844,843,833,832,828,818,816,810,809,804,794,793,787,780,778,776,758,756,750,748,745,731,728,715,714,711,707,706,704,703,701,697,687,674,658,653,646,644,641,631,624,623,622,612,611,609,608,607,604,594,587,586,584,583,572,571,558,554,553,547,538,533,532,531,526,516,511,510,508,506,499,491,483,472,461,446,437,436,435,434,432,417,409,405,403,402,397,394,384,377,373,162,367,357,353,347,334,329,327,314,308,303,299,293,291,285,280,274,273,272,270,255,254,253,252,241,237,236,235,228,226,219,213,198,187,182,176,168,166,164,161,156,154,149,135,124,117,116,115,106,101,96,94,64,58,55,51,50,48,45,42,39,29,26,25,17,14,10,6,
1108,1238,735,1234,1226,1220,aaltu5,1208,1199,1186,1183,1174,1172,1171,1169,1168,1158,1154,1153,1140,1137,1136,1134,1124,1120,1119,1115,1109,1101,1099,1088,1086,1081,1080,1076,1073,1066,1064,1063,1055,1052,1043,1041,1036,1034,1022,1005,1003,1001,995,994,976,969,968,965,958,957,945,937,935,934,jgale92,924,921,910,904,903,901,894,891,887,885,883,874,873,868,864,863,856,855,854,850,847,846,839,831,825,817,811,797,792,791,789,784,771,769,765,760,737,724,720,719,718,713,712,698,696,678,672,671,665,662,657,656,654,652,649,639,635,634,613,599,598,590,589,585,578,575,573,570,1040,566,564,544,542,541,539,535,534,521,518,512,505,504,503,500,493,486,481,478,470,465,463,459,442,439,433,429,427,426,425,414,393,392,388,385,383,380,375,374,366,365,364,360,359,356,355,351,350,349,700,340,338,336,335,332,328,325,323,322,318,312,305,302,283,282,268,267,265,263,262,258,251,250,245,1166,240,238,225,222,209,203,193,184,183,181,179,178,173,172,165,148,144,138,131,129,110,89,82,74,72,70,61,54,49,47,43,41,38,37,22,3,0,
1233,1229,1225,1216,1209,1202,1197,1196,1191,1188,1178,1162,1157,1151,1146,1145,1141,1138,1133,1129,1128,1125,1117,1104,1102,1100,1096,1094,1093,1087,1078,1077,1072,1069,1062,1057,1044,1030,1028,1024,1020,1010,1000,992,990,989,982,979,972,970,956,955,952,949,943,942,939,933,932,931,920,918,914,912,909,899,895,889,879,878,877,876,862,861,857,853,840,837,834,829,819,808,806,802,801,790,785,782,779,777,770,766,759,744,742,734,721,710,702,699,695,693,691,690,688,680,679,677,676,675,669,667,661,655,648,645,636,630,621,615,595,591,580,569,561,560,543,509,498,495,484,480,476,hokad2,458,455,444,420,418,416,410,407,396,387,382,376,362,354,343,331,321,317,313,309,306,300,298,295,294,292,278,275,269,266,264,239,234,224,223,216,211,199,195,192,188,186,167,160,146,143,141,132,119,111,102,95,93,91,90,77,75,53,52,30,20,2
